,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,province
0,10579542,apartment,apartment,210000.0,50.0,2.0,1.0,1.0,,1.0,1.0,1.0,,0,0,1.0,0.0,3.0,,4,Gas,Non flood zone,Urban,1030,Schaerbeek,Brussels Capital Region
1,10470376,house,house,,130.0,3.0,3.0,1.0,28.0,1.0,,1.0,1.0,0,0,,,2.0,,4,Gas,,,4400,Mons-Lez-Liège,Liège
2,10576898,apartment,apartment,235000.0,41.0,2.0,1.0,1.0,22.0,1.0,,1.0,,5,0,,,2.0,1.0,4,Electric,,Urban,9000,Gent,East Flanders
3,10482213,apartment,apartment,,58.0,,1.0,1.0,23.0,0.0,,1.0,1.0,0,0,1.0,,3.0,,6,Gas,,,4040,Herstal,Liège
4,10585245,apartment,apartment,235000.0,90.0,2.0,2.0,1.0,20.0,0.0,,1.0,,7,0,,,2.0,0.0,4,Gas,,"Living area (residential, urban or rural)",1020,Laeken,Brussels Capital Region
5,10584164,apartment,apartment,219000.0,70.0,2.0,2.0,1.0,17.0,1.0,,1.0,1.0,3,0,,,3.0,0.0,4,Gas,Non flood zone,Isolated,1140,Evere,Brussels Capital Region
6,10579918,apartment,apartment,223000.0,110.0,2.0,2.0,1.0,51.0,,,1.0,,0,0,,,2.0,,5,Gas,Non flood zone,,9230,Wetteren,East Flanders
7,10566160,apartment,apartment,220000.0,89.0,,2.0,1.0,,0.0,,1.0,,4,0,1.0,,3.0,0.0,7,Gas,,Urban,7333,Saint-Ghislain,Hainaut
8,10550931,apartment,apartment,215000.0,89.0,,2.0,1.0,,0.0,,1.0,,4,0,1.0,,3.0,0.0,7,Gas,,Urban,7333,Saint-Ghislain,Hainaut
9,10595120,apartment,apartment,229000.0,88.0,2.0,2.0,1.0,28.0,1.0,,1.0,1.0,0,0,0.0,0.0,2.0,0.0,1,,Non flood zone,Countryside,1070,Anderlecht,Brussels Capital Region
10,10598547,apartment,flat-studio,212000.0,34.0,,,,,1.0,1.0,1.0,,0,0,1.0,,2.0,,6,Gas,Non flood zone,Urban,1000,Bruxelles,Brussels Capital Region
11,10584165,apartment,apartment,219000.0,70.0,2.0,2.0,1.0,17.0,1.0,,1.0,1.0,3,0,,,3.0,0.0,4,Gas,Non flood zone,Isolated,1140,Evere,Brussels Capital Region
12,10574311,apartment,apartment,,55.0,,1.0,1.0,27.0,2.0,,1.0,,0,0,1.0,,2.0,,5,Electric,Non flood zone,,6900,Waha,Luxembourg
13,10576318,house,house,59000.0,144.0,2.0,4.0,1.0,29.0,0.0,1.0,1.0,,0,0,,,1.0,0.0,2,,Non flood zone,Urban,4020,Wandre,Liège
14,10557736,apartment,apartment,59000.0,60.0,2.0,2.0,1.0,25.0,2.0,1.0,1.0,,0,0,,,2.0,0.0,3,Electric,Non flood zone,Urban,4820,Dison,Liège
15,10579674,house,house,230000.0,178.0,4.0,4.0,1.0,44.0,2.0,,2.0,,0,0,,,2.0,0.0,1,Electric,,"Living area (residential, urban or rural)",7866,Lessines,Hainaut
16,10557735,apartment,apartment,49000.0,60.0,2.0,2.0,1.0,25.0,2.0,1.0,1.0,,0,0,,,2.0,0.0,4,Electric,Non flood zone,Urban,4820,Dison,Liège
17,10599163,apartment,apartment,224000.0,89.0,2.0,2.0,1.0,34.0,1.0,,1.0,1.0,5,0,1.0,0.0,3.0,0.0,5,Gas,,Urban,4020,Wandre,Liège
18,10394122,house,house,,140.0,4.0,3.0,1.0,,1.0,,1.0,1.0,0,0,,,2.0,,3,,,,4180,Hamoir,Liège
19,10554728,house,house,,120.0,2.0,2.0,1.0,30.0,1.0,1.0,2.0,1.0,12,80,0.0,0.0,0.0,1.0,2,Fuel oil,Non flood zone,Isolated,4040,Herstal,Liège
20,10578200,apartment,apartment,39000.0,44.0,2.0,1.0,1.0,,0.0,,1.0,1.0,0,0,,,0.0,0.0,1,Gas,,,7110,Strépy-Bracquegnies,Hainaut
21,10573840,apartment,apartment,225000.0,38.0,2.0,1.0,1.0,21.0,1.0,,1.0,,2,0,1.0,,2.0,1.0,3,Electric,Non flood zone,,1000,Bruxelles,Brussels Capital Region
22,10367854,apartment,apartment,,90.0,3.0,2.0,1.0,,1.0,,1.0,1.0,0,0,,,2.0,,1,Fuel oil,Non flood zone,"Living area (residential, urban or rural)",2610,Wilrijk,Antwerp
23,10557733,apartment,apartment,44000.0,58.0,2.0,2.0,1.0,25.0,0.0,1.0,1.0,,0,0,,,2.0,0.0,3,Electric,Non flood zone,Urban,4820,Dison,Liège
24,10597510,apartment,apartment,220000.0,102.0,,2.0,1.0,,3.0,,1.0,1.0,0,0,1.0,,3.0,,7,Gas,,,8792,Waregem,West Flanders
25,10597648,apartment,apartment,219000.0,125.0,2.0,2.0,1.0,,2.0,,1.0,,0,0,,,2.0,,6,Gas,Non flood zone,,9600,Renaix,East Flanders
26,10553666,house,house,,120.0,4.0,2.0,1.0,37.0,1.0,,1.0,1.0,0,0,,,2.0,,2,Fuel oil,,,4470,Saint-Georges-Sur-Meuse,Liège
27,10453366,house,house,,100.0,4.0,2.0,1.0,41.0,2.0,,1.0,,0,0,,,2.0,,1,Fuel oil,,,6250,Aiseau-Presles,Hainaut
28,10545766,apartment,apartment,,132.0,2.0,3.0,,45.0,1.0,1.0,2.0,1.0,0,0,1.0,,3.0,,6,Gas,,,4000,Rocourt,Liège
29,10524120,apartment,apartment,250000.0,105.0,2.0,2.0,1.0,40.0,3.0,,1.0,1.0,5,0,0.0,0.0,2.0,0.0,2,Gas,Non flood zone,Countryside,1700,Sint-Ulriks-Kapelle,Flemish Brabant
30,10572904,apartment,apartment-block,235000.0,230.0,3.0,5.0,2.0,12.0,1.0,2.0,2.0,1.0,0,339,0.0,0.0,2.0,0.0,3,Fuel oil,Non flood zone,Isolated,4841,Welkenraedt,Liège
31,10599362,house,house,229000.0,181.0,2.0,3.0,1.0,29.0,2.0,1.0,2.0,1.0,0,0,0.0,0.0,1.0,0.0,2,Gas,Non flood zone,"Living area (residential, urban or rural)",9000,Gent,East Flanders
32,10572903,house,house,235000.0,230.0,3.0,5.0,2.0,12.0,0.0,2.0,2.0,1.0,0,339,0.0,0.0,2.0,0.0,3,Fuel oil,Non flood zone,Isolated,4841,Welkenraedt,Liège
33,10574972,house,house,239000.0,150.0,2.0,5.0,1.0,19.0,1.0,,2.0,,5,0,,,0.0,,4,Gas,Non flood zone,Urban,2060,Antwerpen,Antwerp
34,10589869,house,house,195000.0,140.0,3.0,3.0,1.0,,2.0,,1.0,1.0,0,0,,,2.0,,1,Wood,Non flood zone,,5555,Vresse-Sur-Semois,Namur
35,10599714,house,house,209000.0,124.0,3.0,2.0,1.0,16.0,1.0,1.0,1.0,,53,60,0.0,0.0,2.0,0.0,3,Gas,Non flood zone,"Living area (residential, urban or rural)",4040,Herstal,Liège
36,10599498,house,house,209000.0,132.0,2.0,3.0,1.0,24.0,1.0,,2.0,,8,35,0.0,0.0,3.0,0.0,6,Gas,Non flood zone,Urban,9600,Renaix,East Flanders
37,10592399,apartment,apartment,225000.0,101.0,2.0,2.0,1.0,,,,1.0,,0,0,,,2.0,,7,Gas,Non flood zone,,8790,Waregem,West Flanders
38,10589357,house,house,199000.0,164.0,4.0,4.0,1.0,28.0,2.0,,1.0,,81,0,,,2.0,,2,Gas,,Landscape,4500,Tihange,Liège
39,10412455,apartment,apartment,145000.0,35.0,,1.0,1.0,,2.0,1.0,1.0,,7,0,,,3.0,0.0,4,Gas,,Isolated,1200,Woluwe-Saint-Lambert,Brussels Capital Region
40,10513212,apartment,apartment,,75.0,,2.0,1.0,30.0,2.0,,1.0,1.0,4,0,1.0,,3.0,,6,Gas,,,4000,Rocourt,Liège
41,10306386,house,house,70000.0,75.0,3.0,2.0,1.0,15.0,0.0,1.0,1.0,1.0,0,220,,,1.0,0.0,1,Fuel oil,Non flood zone,Urban,4102,Seraing,Liège
42,10593414,apartment,flat-studio,155000.0,32.0,2.0,,1.0,16.0,1.0,1.0,1.0,1.0,13,0,1.0,0.0,2.0,1.0,1,Gas,Non flood zone,"Living area (residential, urban or rural)",1030,Schaerbeek,Brussels Capital Region
43,10590082,apartment,flat-studio,125000.0,45.0,,,1.0,18.0,2.0,,1.0,,0,0,1.0,,2.0,,5,Gas,,"Living area (residential, urban or rural)",6700,Toernich,Luxembourg
44,10585301,apartment,flat-studio,190000.0,34.0,2.0,,1.0,30.0,1.0,,1.0,,3,0,1.0,0.0,2.0,1.0,5,Gas,,Urban,1000,Bruxelles,Brussels Capital Region
45,10593759,house,house,179000.0,112.0,2.0,3.0,1.0,15.0,1.0,1.0,2.0,,100,35,0.0,0.0,2.0,0.0,4,Gas,Non flood zone,"Living area (residential, urban or rural)",4020,Wandre,Liège
46,10527351,house,house,89500.0,120.0,2.0,3.0,1.0,11.0,2.0,,1.0,1.0,0,0,,,1.0,,3,Gas,,Urban,4500,Tihange,Liège
47,10588485,apartment,apartment,129000.0,56.0,2.0,2.0,1.0,19.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,2.0,0.0,3,Gas,Non flood zone,"Living area (residential, urban or rural)",4040,Herstal,Liège
48,10594530,apartment,ground-floor,239000.0,70.0,2.0,2.0,,22.0,1.0,1.0,1.0,,13,0,,,3.0,,6,Gas,Non flood zone,,1785,Wemmel,Flemish Brabant
49,10583985,apartment,apartment,260000.0,64.0,2.0,2.0,1.0,,1.0,,1.0,1.0,0,0,1.0,,2.0,1.0,2,Electric,Non flood zone,Landscape,8370,Uitkerke,West Flanders
50,10518610,apartment,apartment,265000.0,85.0,3.0,2.0,1.0,29.0,2.0,1.0,1.0,1.0,0,0,1.0,0.0,0.0,0.0,1,Fuel oil,Non flood zone,Urban,1030,Schaerbeek,Brussels Capital Region
51,10465613,apartment,apartment,199000.0,86.0,2.0,2.0,1.0,27.0,1.0,,,1.0,0,0,1.0,,0.0,,1,Gas,,,1070,Anderlecht,Brussels Capital Region
52,10524351,apartment,apartment,260000.0,105.0,2.0,2.0,1.0,40.0,3.0,,1.0,,5,0,0.0,0.0,2.0,0.0,6,Gas,Non flood zone,Countryside,1700,Sint-Ulriks-Kapelle,Flemish Brabant
53,10584152,apartment,apartment,190000.0,78.0,2.0,2.0,1.0,26.0,2.0,,1.0,1.0,8,0,1.0,0.0,1.0,0.0,4,Fuel oil,Non flood zone,Isolated,1080,Molenbeek-Saint-Jean,Brussels Capital Region
54,10584538,apartment,apartment,239000.0,98.0,2.0,2.0,1.0,37.0,2.0,,1.0,1.0,7,0,1.0,,2.0,,4,Gas,Non flood zone,Urban,1083,Molenbeek-Saint-Jean,Brussels Capital Region
55,10599363,house,house,189000.0,126.0,2.0,3.0,1.0,16.0,0.0,1.0,1.0,,0,0,0.0,0.0,1.0,0.0,2,Gas,Non flood zone,"Living area (residential, urban or rural)",9000,Gent,East Flanders
56,10593565,house,house,209000.0,132.0,2.0,3.0,1.0,18.0,3.0,,1.0,,20,80,0.0,0.0,2.0,0.0,5,Gas,Non flood zone,Isolated,9600,Renaix,East Flanders
57,10424728,apartment,apartment,,82.0,,1.0,1.0,32.0,3.0,,1.0,1.0,5,0,1.0,,3.0,,7.25,,,,4607,Visé,Liège
58,9893706,house,house,145000.0,64.0,3.0,2.0,1.0,16.0,2.0,1.0,1.0,1.0,9,0,,,0.0,0.0,1,Gas,Possible flood zone,Urban,1440,Wauthier-Braine,Walloon Brabant
59,10564022,house,house,99000.0,123.0,3.0,4.0,1.0,17.0,0.0,1.0,1.0,,0,0,0.0,0.0,1.0,0.0,2,Gas,Non flood zone,,4000,Rocourt,Liège
60,10589932,apartment,apartment,150000.0,60.0,2.0,1.0,1.0,24.0,2.0,,1.0,,0,0,,,2.0,,3,Electric,Non flood zone,,9400,Voorde,East Flanders
61,10229591,house,house,,77.0,4.0,1.0,,28.0,2.0,1.0,1.0,,0,0,,,2.0,,1,Electric,,,6280,Villers-Poterie,Hainaut
62,10599183,apartment,flat-studio,220000.0,63.0,2.0,,1.0,40.0,1.0,1.0,1.0,1.0,14,0,1.0,0.0,2.0,0.0,5,Gas,,Isolated,1200,Woluwe-Saint-Lambert,Brussels Capital Region
63,10597525,apartment,apartment,255000.0,58.0,2.0,1.0,1.0,29.0,3.0,,1.0,,12,0,1.0,,2.0,1.0,3,Electric,Recognized flood zone,,1000,Bruxelles,Brussels Capital Region
64,10599184,apartment,apartment,220000.0,63.0,2.0,1.0,1.0,40.0,1.0,1.0,1.0,1.0,14,0,1.0,0.0,2.0,0.0,5,Gas,,Isolated,1200,Woluwe-Saint-Lambert,Brussels Capital Region
65,10557113,apartment,apartment,55000.0,62.0,4.0,1.0,,23.0,0.0,,,1.0,0,0,,,1.0,,1,,,,6200,Châtelineau,Hainaut
66,10591732,apartment,apartment,269000.0,122.0,,3.0,1.0,,1.0,1.0,1.0,1.0,0,0,1.0,,2.0,,6,Gas,Non flood zone,,2850,Boom,Antwerp
67,10592464,house,house,175000.0,120.0,2.0,4.0,1.0,33.0,2.0,1.0,1.0,,0,50,,,1.0,,4,Gas,,,1400,Nivelles,Walloon Brabant
68,10594942,house,farmhouse,179000.0,150.0,3.0,3.0,1.0,16.0,0.0,,1.0,,0,302,0.0,0.0,1.0,0.0,1,Fuel oil,Non flood zone,Urban,6890,Villance,Luxembourg
69,10397268,apartment,apartment-block,255000.0,155.0,2.0,,1.0,,2.0,1.0,2.0,1.0,0,0,0.0,0.0,2.0,,4,Gas,Non flood zone,Urban,4000,Rocourt,Liège
70,10592578,apartment,apartment,195000.0,90.0,2.0,2.0,1.0,35.0,2.0,,1.0,1.0,3,0,1.0,,2.0,,5,Gas,Non flood zone,,2660,Hoboken,Antwerp
71,10595019,apartment,flat-studio,163000.0,27.0,2.0,1.0,1.0,22.0,2.0,,1.0,,10,0,1.0,,0.0,0.0,7,Gas,Non flood zone,"Living area (residential, urban or rural)",3001,Leuven,Flemish Brabant
72,10585594,apartment,apartment,260000.0,76.0,4.0,1.0,1.0,19.0,3.0,,1.0,,11,0,1.0,,3.0,0.0,7,Gas,Non flood zone,Urban,9890,Vurste,East Flanders
73,10511319,apartment,apartment,99000.0,56.0,2.0,1.0,1.0,25.0,2.0,1.0,1.0,1.0,4,0,1.0,0.0,2.0,0.0,1,Electric,Non flood zone,Urban,4430,Ans,Liège
74,10566161,apartment,apartment,183000.0,73.0,,1.0,1.0,,0.0,,1.0,,4,0,1.0,,3.0,0.0,6,Gas,,Urban,7333,Saint-Ghislain,Hainaut
75,10576317,house,house,164000.0,167.0,3.0,4.0,1.0,25.0,1.0,1.0,2.0,1.0,80,0,0.0,0.0,2.0,0.0,3,Gas,Non flood zone,"Living area (residential, urban or rural)",4040,Herstal,Liège
76,10599771,house,house,120000.0,73.0,3.0,2.0,1.0,30.0,0.0,1.0,1.0,,40,240,0.0,0.0,1.0,0.0,2,,Non flood zone,Isolated,1440,Wauthier-Braine,Walloon Brabant
77,10557731,apartment,apartment,99000.0,94.0,4.0,2.0,1.0,34.0,1.0,1.0,1.0,1.0,0,0,0.0,0.0,2.0,0.0,3,Gas,Non flood zone,Urban,4820,Dison,Liège
78,10591354,house,house,184000.0,257.0,3.0,4.0,4.0,,2.0,,,,0,0,,,1.0,,2,Fuel oil,Non flood zone,,9660,Zegelsem,East Flanders
79,10594525,apartment,apartment,247000.0,100.0,2.0,2.0,1.0,,2.0,,1.0,,0,280,,,2.0,,3,Electric,Possible flood zone,,9280,Wieze,East Flanders
80,10585588,apartment,apartment,265000.0,76.0,4.0,1.0,1.0,19.0,3.0,,1.0,,11,0,1.0,0.0,3.0,0.0,7,Gas,Non flood zone,Urban,9890,Vurste,East Flanders
81,10557732,apartment,apartment,59000.0,45.0,3.0,1.0,1.0,18.0,0.0,1.0,1.0,,0,0,0.0,0.0,0.0,0.0,1,,Non flood zone,Urban,4821,Dison,Liège
82,10248737,house,house,40000.0,106.0,3.0,2.0,,21.0,2.0,,1.0,1.0,0,0,,,1.0,0.0,3,Gas,,,4400,Mons-Lez-Liège,Liège
83,10309324,apartment,apartment,99000.0,94.0,4.0,2.0,1.0,32.0,1.0,1.0,1.0,1.0,32,0,0.0,0.0,2.0,0.0,3,Gas,Non flood zone,Urban,4820,Dison,Liège
84,10578364,apartment,apartment,135000.0,50.0,2.0,1.0,1.0,20.0,2.0,1.0,1.0,,0,0,1.0,0.0,2.0,0.0,4,Electric,,Urban,4280,Wansin,Liège
85,10494898,house,house,149000.0,116.0,2.0,3.0,1.0,34.0,2.0,,1.0,1.0,13,0,,,1.0,,2,Gas,Non flood zone,,2830,Willebroek,Antwerp
86,10559451,apartment,apartment,149000.0,65.0,2.0,1.0,1.0,35.0,0.0,,1.0,1.0,20,0,1.0,,2.0,,2,Gas,,,4030,Grivegnee,Liège
87,10591130,apartment,apartment,205000.0,95.0,3.0,2.0,,,2.0,1.0,1.0,1.0,0,0,1.0,,2.0,,5,Gas,,,4500,Tihange,Liège
88,10590579,apartment,apartment,198000.0,100.0,2.0,3.0,1.0,32.0,1.0,,1.0,1.0,0,0,1.0,0.0,1.0,0.0,4,Gas,Non flood zone,Urban,1083,Molenbeek-Saint-Jean,Brussels Capital Region
89,10588178,house,house,250000.0,162.0,4.0,3.0,1.0,30.0,1.0,1.0,2.0,1.0,0,700,0.0,0.0,0.0,0.0,1,Electric,,Isolated,4050,Chaudfontaine,Liège
90,10437329,house,house,99000.0,81.0,2.0,2.0,1.0,22.0,2.0,,1.0,,0,0,0.0,0.0,0.0,0.0,2,Pellet,Non flood zone,Isolated,6870,Vesqueville,Luxembourg
91,10399793,other-property,bungalow,,220.0,4.0,2.0,1.0,48.0,,,1.0,,36,1800,,,,,4,Fuel oil,,,4190,Xhoris,Liège
92,10581425,apartment,apartment,189000.0,65.0,,1.0,1.0,25.0,,,1.0,,0,0,,,2.0,,6,Gas,Non flood zone,,9270,Laarne,East Flanders
93,10389243,apartment,apartment,105000.0,37.0,2.0,1.0,,21.0,2.0,1.0,1.0,,0,0,1.0,,2.0,,4,Electric,,,4020,Wandre,Liège
94,10586999,apartment,apartment,260000.0,73.0,2.0,1.0,1.0,22.0,3.0,1.0,1.0,1.0,8,0,1.0,0.0,1.0,0.0,1,Fuel oil,Non flood zone,"Living area (residential, urban or rural)",1040,Etterbeek,Brussels Capital Region
95,10597302,apartment,apartment,175000.0,60.0,2.0,2.0,1.0,30.0,2.0,,2.0,,2,0,0.0,0.0,0.0,0.0,4,Gas,,Urban,1070,Anderlecht,Brussels Capital Region
96,10577515,house,house,149000.0,105.0,2.0,2.0,1.0,14.0,2.0,1.0,1.0,1.0,0,25,,,2.0,0.0,2,Gas,Non flood zone,Isolated,4100,Seraing,Liège
97,10511092,house,house,149000.0,123.0,3.0,4.0,1.0,24.0,0.0,1.0,3.0,1.0,0,0,0.0,0.0,0.0,0.0,3,Gas,Non flood zone,Isolated,4000,Rocourt,Liège
98,10592765,apartment,apartment,250000.0,63.0,4.0,1.0,1.0,12.0,3.0,,1.0,,10,0,0.0,0.0,3.0,0.0,7,Gas,Non flood zone,Urban,9800,Zeveren,East Flanders
99,10352089,apartment,service-flat,198000.0,56.0,,1.0,1.0,,1.0,,1.0,,0,0,1.0,0.0,3.0,0.0,7,Gas,Non flood zone,Isolated,9700,Welden,East Flanders
100,10597729,house,house,,135.0,3.0,3.0,,15.0,,,,1.0,0,0,,,1.0,,3,Fuel oil,Non flood zone,,5070,Vitrival,Namur
101,10599375,apartment,service-flat,220000.0,56.0,,1.0,1.0,,3.0,,1.0,,12,0,1.0,0.0,3.0,0.0,7,,Non flood zone,Countryside,9890,Vurste,East Flanders
102,10149129,apartment,apartment,149000.0,106.0,,1.0,1.0,67.0,1.0,1.0,1.0,1.0,0,0,1.0,0.0,3.0,0.0,5,Gas,Non flood zone,Urban,4000,Rocourt,Liège
103,10574311,apartment,apartment,,55.0,,1.0,1.0,27.0,2.0,,1.0,,0,0,1.0,,2.0,,5,Electric,Non flood zone,,6900,Waha,Luxembourg
104,10576932,apartment,apartment,249000.0,82.0,2.0,2.0,1.0,32.0,1.0,1.0,1.0,,6,0,0.0,0.0,2.0,0.0,1,Gas,,Urban,1120,Neder-Over-Heembeek,Brussels Capital Region
105,10597802,apartment,apartment,185000.0,90.0,,2.0,1.0,25.0,1.0,,2.0,1.0,3,0,1.0,,2.0,,4,Gas,,,1400,Nivelles,Walloon Brabant
106,10597087,apartment,apartment,139000.0,90.0,4.0,2.0,1.0,34.0,1.0,1.0,1.0,1.0,32,0,0.0,0.0,2.0,0.0,4,Gas,Non flood zone,Urban,4820,Dison,Liège
107,10577156,house,house,,181.0,2.0,3.0,1.0,17.0,1.0,1.0,1.0,1.0,20,300,0.0,0.0,0.0,0.0,5,Fuel oil,Non flood zone,Isolated,6238,Viesville,Hainaut
108,10470376,house,house,,130.0,3.0,3.0,1.0,28.0,1.0,,1.0,1.0,0,0,,,2.0,,4,Gas,,,4400,Mons-Lez-Liège,Liège
109,10412805,house,house,149000.0,114.0,4.0,2.0,1.0,16.0,0.0,2.0,1.0,1.0,0,304,0.0,0.0,1.0,0.0,1,Carbon,Non flood zone,Urban,4041,Herstal,Liège
110,10438393,house,house,268500.0,160.0,3.0,3.0,1.0,17.0,1.0,,2.0,,30,100,0.0,0.0,2.0,0.0,4,Fuel oil,Non flood zone,Isolated,3320,Meldert,Flemish Brabant
111,10589487,apartment,apartment,169000.0,86.0,2.0,2.0,1.0,37.0,1.0,,1.0,,0,0,,,2.0,1.0,3,Electric,Non flood zone,,9230,Wetteren,East Flanders
112,10572751,apartment,apartment,199000.0,73.0,,2.0,1.0,26.0,2.0,,1.0,,5,0,1.0,0.0,0.0,,3,Gas,,Urban,1020,Laeken,Brussels Capital Region
113,10532898,house,house,2500.0,220.0,3.0,3.0,2.0,40.0,3.0,,3.0,,0,0,0.0,0.0,3.0,1.0,1,Gas,Non flood zone,,2800,Walem,Antwerp
114,10582739,apartment,flat-studio,159000.0,29.0,,1.0,1.0,,1.0,1.0,1.0,,0,0,1.0,0.0,2.0,1.0,2,Electric,Non flood zone,Countryside,1180,Uccle,Brussels Capital Region
115,10591776,apartment,apartment,,91.0,2.0,2.0,1.0,30.0,3.0,1.0,2.0,1.0,10,0,1.0,,3.0,,1,Gas,,,1932,Zaventem,Flemish Brabant
116,10588910,apartment,flat-studio,210000.0,31.0,4.0,,1.0,,1.0,,1.0,,3,0,1.0,,2.0,1.0,3,Electric,Non flood zone,,1200,Woluwe-Saint-Lambert,Brussels Capital Region
117,10554728,house,house,,120.0,2.0,2.0,1.0,30.0,1.0,1.0,2.0,1.0,12,80,0.0,0.0,0.0,1.0,2,Fuel oil,Non flood zone,Isolated,4040,Herstal,Liège
118,10594474,apartment,flat-studio,145000.0,28.0,4.0,,1.0,,1.0,,1.0,,4,0,,,2.0,0.0,4,,Non flood zone,Urban,3000,Leuven,Flemish Brabant
119,10590028,apartment,apartment,175000.0,70.0,2.0,2.0,1.0,25.0,1.0,,1.0,1.0,9,0,,,2.0,,5,Gas,Non flood zone,,2610,Wilrijk,Antwerp
120,10585597,apartment,ground-floor,255000.0,76.0,4.0,1.0,1.0,19.0,3.0,,1.0,,11,0,1.0,0.0,3.0,0.0,7,Gas,Non flood zone,Urban,9890,Vurste,East Flanders
121,10492614,house,house,20000.0,206.0,,3.0,,38.0,3.0,2.0,2.0,1.0,0,0,,,2.0,0.0,3,Gas,,,4420,Tilleur,Liège
122,10589917,apartment,apartment,180000.0,75.0,2.0,2.0,1.0,25.0,1.0,,1.0,,10,0,1.0,,2.0,,4,Gas,,,1400,Nivelles,Walloon Brabant
123,10321179,house,house,149000.0,120.0,3.0,2.0,1.0,18.0,0.0,1.0,1.0,1.0,16,0,,,1.0,0.0,1,Pellet,Non flood zone,Urban,4367,Otrange,Liège
124,10078687,house,house,59500.0,40.0,4.0,2.0,,,2.0,1.0,1.0,,0,0,,,,1.0,1,,Non flood zone,Countryside,5542,Waulsort,Namur
125,10593564,house,house,139500.0,100.0,2.0,3.0,1.0,14.0,2.0,,1.0,,10,600,,,1.0,0.0,2,Gas,Non flood zone,Isolated,9600,Renaix,East Flanders
126,10210769,house,house,,180.0,4.0,3.0,1.0,50.0,,,2.0,1.0,50,0,,,2.0,,5,Fuel oil,,"Living area (residential, urban or rural)",1350,Orp-Le-Grand,Walloon Brabant
127,10421633,apartment,apartment,,98.0,2.0,2.0,1.0,,2.0,,1.0,1.0,5,0,1.0,,2.0,,6,Gas,,,4000,Rocourt,Liège
128,10585603,apartment,ground-floor,258500.0,76.0,4.0,1.0,1.0,30.0,3.0,,1.0,,10,0,1.0,0.0,3.0,0.0,7,Gas,Non flood zone,Urban,9890,Vurste,East Flanders
129,10264274,apartment,apartment,79000.0,60.0,2.0,2.0,1.0,25.0,2.0,1.0,1.0,,0,0,,,2.0,0.0,5,Electric,Non flood zone,Urban,4820,Dison,Liège
130,10468592,apartment,apartment,25000.0,21.0,,1.0,,,,1.0,1.0,,0,0,,,1.0,,3,Gas,,,5300,Vezin,Namur
131,10486458,house,house,149000.0,155.0,2.0,2.0,1.0,12.0,2.0,,1.0,,10,50,0.0,0.0,1.0,0.0,2,Pellet,Non flood zone,Isolated,9600,Renaix,East Flanders
132,10585609,apartment,ground-floor,261000.0,85.0,4.0,1.0,1.0,27.0,3.0,,1.0,,11,0,1.0,0.0,3.0,0.0,7,Gas,Non flood zone,Urban,9890,Vurste,East Flanders
133,10556350,apartment,flat-studio,115000.0,16.0,2.0,1.0,1.0,,2.0,,1.0,,0,0,1.0,,3.0,,7,Gas,Non flood zone,Urban,2000,Antwerpen,Antwerp
134,10429038,apartment,apartment,105000.0,60.0,2.0,1.0,1.0,,2.0,,,,0,0,,,2.0,,2,Electric,,,7370,Wihéries,Hainaut
135,10588713,apartment,apartment,200000.0,212.0,2.0,6.0,2.0,,1.0,1.0,5.0,1.0,0,0,,,0.0,,5,Fuel oil,,,6870,Vesqueville,Luxembourg
136,10583885,house,house,,185.0,2.0,2.0,1.0,,2.0,,2.0,1.0,0,0,,,1.0,1.0,3,Fuel oil,,,6820,Sainte-Cécile,Luxembourg
137,10585612,apartment,ground-floor,265000.0,86.0,4.0,1.0,1.0,29.0,3.0,,1.0,,11,0,1.0,0.0,3.0,0.0,7,Gas,Non flood zone,Isolated,9890,Vurste,East Flanders
138,10403406,house,house,149000.0,180.0,2.0,3.0,1.0,,0.0,,1.0,,0,20,0.0,0.0,1.0,0.0,2,Gas,,Urban,9600,Renaix,East Flanders
139,10365034,house,house,149000.0,145.0,2.0,2.0,1.0,,1.0,2.0,3.0,1.0,10,0,0.0,0.0,0.0,0.0,2,Gas,Non flood zone,Urban,9600,Renaix,East Flanders
140,10340836,other-property,mixed-use-building,255000.0,110.0,2.0,2.0,1.0,42.0,2.0,1.0,2.0,1.0,0,64,0.0,0.0,2.0,0.0,4,Gas,Non flood zone,Urban,4000,Rocourt,Liège
141,10425382,apartment,apartment,149500.0,75.0,2.0,2.0,,25.0,1.0,1.0,1.0,1.0,12,0,1.0,,2.0,1.0,5,Gas,,,4040,Herstal,Liège
142,10587682,apartment,duplex,228000.0,95.0,,1.0,1.0,46.0,2.0,,1.0,,0,0,,,2.0,,5,Gas,,"Living area (residential, urban or rural)",6700,Toernich,Luxembourg
143,10586373,apartment,apartment,237500.0,54.0,2.0,1.0,1.0,28.0,3.0,,1.0,,3,0,1.0,,2.0,1.0,4,Electric,Recognized flood zone,,1000,Bruxelles,Brussels Capital Region
144,10492995,house,house,,170.0,2.0,3.0,1.0,15.0,1.0,,2.0,1.0,0,0,,,0.0,,3,Gas,,Urban,4030,Grivegnee,Liège
