,id,building_type,building_subtype,price,living_area,frontages,bedrooms,bathrooms,liv_room_surf,kitchen_type,showers,toilets,basement,terrace,garden,elevator,swimming_pool,status_build,furnished,energy_class,heating,flood_zone,surroundings,zipcode,municipality,province
13459,10583321,house,house,,,4.0,1.0,,,,,,,0,0,,,,,2,,Non flood zone,,2230,Ramsel,Antwerp
13460,10426233,apartment,apartment,,,,2.0,1.0,,1.0,,1.0,1.0,0,0,,,,,1,,,,1120,Neder-Over-Heembeek,Brussels Capital Region
13461,10506023,apartment,ground-floor,269950.0,102.0,2.0,2.0,1.0,,1.0,,2.0,,0,0,0.0,0.0,3.0,0.0,5,Gas,Non flood zone,,2800,Walem,Antwerp
13462,10583328,house,house,,,,3.0,,,,,,,0,0,,,0.0,,4,Fuel oil,Non flood zone,,3271,Scherpenheuvel-Zichem,Flemish Brabant
13463,10584194,house,house,,,3.0,3.0,1.0,,,,,,0,0,,,,,3,,,,3510,Spalbeek,Limburg
13464,10538294,apartment,apartment,,,,1.0,1.0,,,,,,0,0,,,2.0,,5,,,,2600,Berchem,Antwerp
13465,10579745,house,house,,,3.0,2.0,1.0,,,,,1.0,0,0,,,,,4,,,,3300,Vissenaken,Flemish Brabant
13466,10339161,apartment,apartment,240000.0,92.0,4.0,2.0,1.0,,1.0,,1.0,,0,0,,,3.0,,1,Gas,Non flood zone,"Living area (residential, urban or rural)",4347,Villers-L'evêque,Liège
13467,10486450,apartment,apartment,242500.0,95.0,2.0,2.0,1.0,,,,2.0,,12,39,1.0,,,,1,,Non flood zone,,9700,Welden,East Flanders
13468,10592134,house,house,,,3.0,3.0,1.0,,,,,1.0,0,0,,,0.0,,1,Fuel oil,,"Living area (residential, urban or rural)",4051,Chaudfontaine,Liège
13469,10591352,apartment,apartment,,111.0,2.0,2.0,1.0,,,,1.0,1.0,0,0,,,1.0,,2,,,,2140,Borgerhout,Antwerp
13470,10421943,apartment,duplex,,138.0,2.0,3.0,,,1.0,,,,0,0,,,,,1,,Non flood zone,,9240,Zele,East Flanders
13471,10591319,house,house,,,4.0,3.0,1.0,,,,,,0,0,,,1.0,,2,,Non flood zone,Countryside,9960,Assenede,East Flanders
13472,10338683,apartment,apartment,247321.0,,,2.0,1.0,,,,,1.0,0,0,0.0,0.0,,,1,,Property partially or completely located in a circumscribed flood zone,,3580,Beringen,Limburg
13473,10339496,apartment,penthouse,240000.0,65.0,2.0,1.0,,,1.0,1.0,,,10,0,1.0,,,0.0,1,Gas,,"Living area (residential, urban or rural)",1190,Forest,Brussels Capital Region
13474,10540923,apartment,apartment,256300.0,76.0,,1.0,1.0,,,,1.0,,15,0,,,,0.0,1,,,,2560,Nijlen,Antwerp
13475,10360068,apartment,apartment,262080.0,88.0,2.0,2.0,1.0,24.0,3.0,1.0,1.0,1.0,6,0,1.0,,,,1,,,,9200,Sint-Gillis-Dendermonde,East Flanders
13476,10014272,apartment,apartment,249000.0,77.0,2.0,2.0,1.0,,,,1.0,,0,0,,,,0.0,2,,,,1430,Rebecq-Rognon,Walloon Brabant
13477,10542674,apartment,apartment,,,,2.0,1.0,,1.0,,1.0,1.0,0,0,,,,,1,,,,1050,Ixelles,Brussels Capital Region
13478,10453185,house,house,,105.0,3.0,2.0,1.0,,,,,,0,0,,,,,2,Fuel oil,,,7370,Wihéries,Hainaut
13479,10462044,apartment,apartment,262700.0,88.0,2.0,2.0,1.0,23.0,3.0,1.0,1.0,1.0,6,0,1.0,,,,1,,,,9200,Sint-Gillis-Dendermonde,East Flanders
13480,10545534,house,house,,,3.0,2.0,1.0,,,,,,0,0,,,1.0,,1,Gas,,,6180,Courcelles,Hainaut
13481,10553722,house,house,,,2.0,3.0,1.0,,,,1.0,1.0,0,0,,,,,2,Fuel oil,,,6061,Gilly,Hainaut
13482,9354713,apartment,apartment,267241.0,71.0,2.0,1.0,,,1.0,,,,18,0,1.0,0.0,3.0,0.0,1,,Non flood zone,Urban,8800,Rumbeke,West Flanders
13483,10453183,house,house,,179.0,4.0,3.0,,,,,,,0,0,,,1.0,,1,,,,7063,Soignies,Hainaut
13484,10552914,house,house,,,4.0,2.0,,,,,,,0,0,,,1.0,,1,Gas,,,6180,Courcelles,Hainaut
13485,10490863,apartment,apartment,250000.0,,,2.0,1.0,,,,1.0,,0,0,0.0,0.0,3.0,0.0,1,,Non flood zone,,8930,Rekkem,West Flanders
13486,10471323,house,house,,193.0,,4.0,,,,,,,0,0,,,1.0,,1,,,,4920,Louveigné,Liège
13487,10564220,house,house,,,2.0,4.0,,,,,,,0,0,,,1.0,,1,Gas,,,4031,Grivegnee,Liège
13488,10512334,house,house,,,3.0,3.0,,,,,,1.0,0,0,,,3.0,,3,Fuel oil,,Countryside,6730,Tintigny,Luxembourg
13489,10492996,house,house,,,3.0,2.0,1.0,,,,,,0,0,,,0.0,,3,Fuel oil,,,4130,Tilff,Liège
13490,9935233,apartment,apartment,249000.0,81.0,3.0,2.0,1.0,,1.0,,1.0,,0,0,0.0,0.0,2.0,0.0,1,Gas,Non flood zone,,2560,Nijlen,Antwerp
13491,10566293,house,house,,139.0,4.0,3.0,1.0,13.0,,1.0,2.0,1.0,55,252,0.0,,2.0,0.0,4,Electric,Non flood zone,,1440,Wauthier-Braine,Walloon Brabant
13492,10568623,apartment,apartment,159999.0,65.0,4.0,1.0,1.0,28.0,1.0,,1.0,1.0,13,0,1.0,,,0.0,5,Gas,,"Living area (residential, urban or rural)",1020,Laeken,Brussels Capital Region
13493,10500857,house,house,179900.0,130.0,3.0,3.0,1.0,19.0,2.0,,,1.0,35,360,,,2.0,0.0,1,Fuel oil,,,6040,Jumet,Hainaut
13494,10532039,house,house,,148.0,2.0,4.0,1.0,,,,,,0,0,,,,,4,Gas,,,4800,Verviers,Liège
13495,10487315,other-property,mixed-use-building,110000.0,,2.0,2.0,,19.0,1.0,1.0,2.0,,0,0,,,0.0,,2,Gas,,Urban,4420,Tilleur,Liège
13496,10535263,house,house,,241.0,2.0,3.0,1.0,,,,,,0,0,,,,,4,,,,8770,Ingelmunster,West Flanders
13497,10430952,house,house,180000.0,,2.0,2.0,,,,1.0,1.0,,0,0,,,1.0,,1,,,Countryside,1440,Wauthier-Braine,Walloon Brabant
13498,10570741,house,house,,,4.0,1.0,,,,,,,0,0,,,,,1,,,,2221,Heist-Op-Den-Berg,Antwerp
13499,10499051,house,house,,,,2.0,1.0,,1.0,,1.0,1.0,0,0,,,,,3,Gas,,,6240,Pironchamps,Hainaut
13500,10464527,house,house,179000.0,115.0,3.0,2.0,1.0,,,,1.0,,0,0,,,,,3,Gas,Non flood zone,Fitted out,8730,Sint-Joris,West Flanders
13501,10532037,house,house,,,3.0,2.0,1.0,,,,1.0,1.0,0,0,,,,,1,Fuel oil,,,7387,Quiévrain,Hainaut
13502,10472941,house,house,110000.0,120.0,2.0,3.0,,,0.0,,1.0,,0,0,,,1.0,,3,Pellet,Non flood zone,,7500,Tournai,Hainaut
13503,10521215,house,house,,,3.0,1.0,,,,,,,0,0,,,,,1,,Non flood zone,,2950,Kapellen,Flemish Brabant
13504,10558029,apartment,apartment,239000.0,78.0,,2.0,1.0,,1.0,,1.0,,0,0,0.0,0.0,,0.0,1,Gas,Non flood zone,,8420,Wenduine,West Flanders
13505,10573651,house,house,,,3.0,2.0,,,,,,,0,0,,,1.0,,1,,,Urban,6030,Marchienne-Au-Pont,Hainaut
13506,10573635,house,house,,,2.0,2.0,1.0,,,,,1.0,0,0,,,,,2,,,,9300,Aalst,East Flanders
13507,10583075,house,house,149500.0,,2.0,4.0,1.0,60.0,,,2.0,,0,162,,,2.0,,2,Gas,,Fitted out,8600,Woumen,West Flanders
13508,10403857,house,house,,,3.0,3.0,1.0,,,,1.0,1.0,0,0,,,,,2,,Non flood zone,,9870,Zulte,East Flanders
13509,10532093,house,house,,,3.0,2.0,1.0,,,,1.0,1.0,0,0,,,,,1,Fuel oil,,,7387,Quiévrain,Hainaut
13510,10445815,house,house,,167.0,3.0,2.0,1.0,,,,,,0,0,,,,,5,,Non flood zone,,2450,Meerhout,Antwerp
13511,10508662,house,house,,,2.0,2.0,,,,,,,0,0,,,1.0,,3,,,,6020,Dampremy,Hainaut
13512,10473017,house,house,,,,4.0,1.0,,,,2.0,,0,0,,,,,5,,Non flood zone,,8450,Bredene,West Flanders
13513,10458486,house,house,,,2.0,3.0,1.0,,,,,1.0,0,0,,,,,3,,,,7120,Vellereille-Les-Brayeux,Hainaut
13514,10547735,house,house,,179.0,2.0,3.0,1.0,,,,,1.0,0,0,,,,,2,,,,2800,Walem,Antwerp
13515,10492918,house,house,,,3.0,2.0,,,,,,,0,0,,,,,3,,,,6042,Jumet,Hainaut
13516,9967460,house,house,119000.0,130.0,2.0,3.0,1.0,31.0,,1.0,2.0,,35,0,,,1.0,0.0,5,Gas,,,4020,Wandre,Liège
13517,10414024,house,house,,,,3.0,1.0,,1.0,,1.0,,0,80,,,,,1,,,,1082,Molenbeek-Saint-Jean,Brussels Capital Region
13518,10488107,house,house,,134.0,4.0,2.0,,,,1.0,,,0,0,,,,,1,,,,6870,Vesqueville,Luxembourg
13519,10453734,house,villa,,,,4.0,1.0,,1.0,,2.0,1.0,0,0,,,,,3,Fuel oil,,,4000,Rocourt,Liège
13520,10534333,house,house,215000.0,132.0,2.0,3.0,1.0,29.0,,,,1.0,0,0,,,,,4,,,,2850,Boom,Antwerp
13521,10534915,house,house,,,3.0,3.0,,,,,,,0,0,,,,,1,,,,6180,Courcelles,Hainaut
13522,10395685,house,house,120000.0,120.0,3.0,3.0,1.0,18.0,1.0,1.0,2.0,1.0,18,0,0.0,,0.0,0.0,4,Gas,Non flood zone,Urban,6180,Courcelles,Hainaut
13523,9741371,house,house,125000.0,107.0,2.0,2.0,1.0,15.0,0.0,,,1.0,0,0,0.0,0.0,1.0,0.0,1,,,Urban,6180,Courcelles,Hainaut
13524,10525229,house,house,,,4.0,2.0,1.0,46.0,,,,,0,0,,,,,3,Gas,,,4621,Fléron,Liège
13525,10527657,house,house,,,,4.0,,,,,,,0,0,,,,,1,,,,1030,Schaerbeek,Brussels Capital Region
13526,10493045,house,house,,,2.0,3.0,1.0,,,,,1.0,0,0,,,2.0,,2,Gas,,,4000,Rocourt,Liège
13527,10562510,house,house,,,3.0,3.0,1.0,,,,1.0,1.0,0,0,,,0.0,,1,,,,3350,Wommersom,Flemish Brabant
13528,9853210,house,house,125000.0,107.0,2.0,2.0,1.0,15.0,0.0,,,1.0,0,0,0.0,0.0,1.0,0.0,1,,,Urban,6182,Courcelles,Hainaut
13529,10482106,house,house,219000.0,,2.0,2.0,1.0,20.0,3.0,,1.0,1.0,115,120,,,3.0,,4,Gas,,,7170,Manage,Hainaut
13530,10442883,apartment,apartment,260000.0,76.0,4.0,1.0,1.0,,1.0,,,1.0,12,0,1.0,,,0.0,1,Gas,,"Living area (residential, urban or rural)",1180,Uccle,Brussels Capital Region
13531,10562918,house,house,,203.0,,2.0,,,,,,,0,0,,,,,1,,,,5575,Winenne,Namur
13532,9843989,apartment,apartment,260169.0,111.0,,2.0,1.0,,3.0,,1.0,1.0,15,53,1.0,0.0,,0.0,7,Gas,Non flood zone,,8770,Ingelmunster,West Flanders
13533,10461799,house,house,225000.0,,2.0,3.0,,,,2.0,,,0,0,0.0,,,,4,Gas,,,4030,Grivegnee,Liège
13534,10592235,house,house,,,3.0,3.0,1.0,,,,,,0,0,,,1.0,,2,,,,2960,Sint-Lenaarts,Flemish Brabant
13535,10370912,house,house,235000.0,176.0,2.0,4.0,2.0,,1.0,2.0,2.0,1.0,0,150,0.0,,3.0,,4,Gas,,,7000,Mons,Hainaut
13536,10479823,apartment,apartment-block,185000.0,260.0,2.0,3.0,2.0,,1.0,2.0,,1.0,0,0,,,3.0,,1,Gas,,Urban,6010,Couillet,Hainaut
13537,10515628,house,house,,,4.0,3.0,,,,1.0,1.0,1.0,0,0,,,,,1,Fuel oil,,,7800,Lanquesaint,Hainaut
13538,10539036,house,house,,,2.0,2.0,,,,,,,0,0,,,,,2,,,,3270,Scherpenheuvel-Zichem,Flemish Brabant
13539,10370911,house,house,235000.0,176.0,2.0,4.0,2.0,,1.0,2.0,2.0,1.0,0,150,0.0,,3.0,,4,Gas,,,7000,Mons,Hainaut
13540,10584187,apartment,apartment,,,,1.0,1.0,,1.0,,1.0,,0,0,,,,,2,,,,1050,Ixelles,Brussels Capital Region
13541,9999053,apartment,apartment,260711.0,101.0,,3.0,1.0,,,,1.0,,0,0,1.0,0.0,3.0,,1,,Non flood zone,,8870,Kachtem,West Flanders
13542,10501240,house,house,225000.0,,2.0,5.0,1.0,,,,,,0,0,,,2.0,,5,,,,7140,Morlanwelz-Mariemont,Hainaut
13543,10415492,house,house,130000.0,90.0,2.0,2.0,1.0,22.0,1.0,1.0,1.0,1.0,10,50,0.0,,2.0,0.0,3,Gas,,,7080,Sars-La-Bruyère,Hainaut
13544,10550882,house,house,189000.0,180.0,3.0,2.0,1.0,,1.0,,,,0,0,,0.0,,0.0,2,,,,9300,Aalst,East Flanders
13545,10472728,other-property,mixed-use-building,185000.0,260.0,2.0,3.0,2.0,,1.0,2.0,,1.0,0,0,,,3.0,,1,Gas,,Urban,6010,Couillet,Hainaut
13546,10267803,apartment,ground-floor,262144.0,85.0,2.0,1.0,1.0,,,,,,6,29,1.0,0.0,,0.0,1,Gas,,,1800,Vilvoorde,Flemish Brabant
13547,10501908,house,house,,,3.0,2.0,1.0,,,,1.0,1.0,0,0,,,,,2,Fuel oil,,,7141,Morlanwelz-Mariemont,Hainaut
13548,10497655,house,house,149000.0,117.0,3.0,5.0,1.0,42.0,2.0,,1.0,1.0,0,0,,,2.0,,2,Fuel oil,,,5060,Velaine-Sur-Sambre,Namur
13549,10505275,house,house,,,4.0,2.0,1.0,,,,1.0,,0,0,,,,,2,Fuel oil,,,5380,Tillier,Namur
13550,10333925,house,house,130000.0,80.0,2.0,2.0,1.0,18.0,1.0,,1.0,1.0,25,220,0.0,,2.0,0.0,2,Fuel oil,,Isolated,7370,Wihéries,Hainaut
13551,10551061,apartment,apartment,264000.0,97.0,2.0,2.0,1.0,,,,1.0,,21,0,1.0,,3.0,,7,Gas,,,4460,Velroux,Liège
13552,10504727,house,house,189000.0,,2.0,2.0,2.0,,,,,,0,0,0.0,0.0,,0.0,5,Gas,Non flood zone,,9300,Aalst,East Flanders
13553,10490305,house,house,,103.0,3.0,2.0,1.0,,,,,,0,0,,,,,2,,Non flood zone,,3140,Keerbergen,Flemish Brabant
13554,10425216,house,house,149000.0,196.0,2.0,3.0,,,1.0,1.0,1.0,1.0,0,0,,,1.0,,1,Gas,,Urban,7110,Strépy-Bracquegnies,Hainaut
13555,10122578,house,house,139000.0,210.0,4.0,2.0,,,0.0,,,1.0,0,0,,,1.0,0.0,1,,,"Living area (residential, urban or rural)",7387,Quiévrain,Hainaut
13556,10564274,house,house,,,3.0,3.0,1.0,,,,,1.0,0,0,,,1.0,,2,,,,8500,Kortrijk,West Flanders
13557,10410814,apartment,apartment,265000.0,55.0,2.0,2.0,1.0,19.0,2.0,,1.0,1.0,0,0,,,,1.0,3,Gas,,,1190,Forest,Brussels Capital Region
13558,10354691,house,house,150000.0,105.0,3.0,2.0,1.0,,,,1.0,1.0,0,0,,,0.0,,1,Fuel oil,,,4287,Wansin,Liège
13559,10471629,house,house,235704.0,135.0,,3.0,1.0,,,,,,0,0,,,,,1,Gas,Non flood zone,,7300,Boussu,Hainaut
13560,10458991,apartment,apartment,211000.0,,4.0,3.0,2.0,,,,,1.0,1,0,1.0,0.0,3.0,,6,Gas,Non flood zone,,7160,Piéton,Hainaut
13561,10475845,other-property,other-property,,,2.0,4.0,4.0,,,,,,0,0,,,,,2,Gas,,,4020,Wandre,Liège
13562,10540098,house,house,245000.0,119.0,2.0,2.0,1.0,,,,1.0,,0,35,0.0,,1.0,0.0,2,,,Urban,2140,Borgerhout,Antwerp
13563,10600134,apartment,apartment,,,,2.0,,26.0,,1.0,1.0,1.0,0,0,1.0,,0.0,,7,Gas,,,1140,Evere,Brussels Capital Region
13564,10243810,apartment,apartment,213838.0,,,1.0,1.0,,,,,1.0,0,0,0.0,0.0,,0.0,1,,Non flood zone,Urban,3580,Beringen,Limburg
13565,10584062,apartment,service-flat,195000.0,65.0,,1.0,,,,,,,0,0,1.0,,2.0,,1,Gas,Non flood zone,Fitted out,9950,Waarschoot,East Flanders
13566,9523124,house,farmhouse,,220.0,4.0,4.0,1.0,50.0,1.0,1.0,2.0,,30,0,,,3.0,,1,,,,6470,Sivry-Rance,Hainaut
13567,10490450,apartment,flat-studio,,,,1.0,1.0,,,,,,0,0,,,,,6,,Non flood zone,,2060,Antwerpen,Antwerp
13568,10490451,apartment,flat-studio,,,,1.0,1.0,,,,,,0,0,,,,,6,,Non flood zone,,2060,Antwerpen,Antwerp
13569,10411188,house,house,130000.0,,,2.0,1.0,,1.0,,1.0,,0,0,,,,,3,Fuel oil,,,6141,Fontaine-L'evêque,Hainaut
13570,10557949,apartment,apartment,269000.0,272.0,,4.0,,,,,,,0,0,,,1.0,,3,,,,7730,Saint-Léger,Hainaut
13571,10484485,house,house,130116.0,169.0,,2.0,,,,,1.0,1.0,0,0,0.0,0.0,3.0,0.0,2,Gas,,,8560,Wevelgem,West Flanders
13572,10584332,other-property,mixed-use-building,,,,4.0,,,,,,,0,0,,,,,5,,,,4031,Grivegnee,Liège
13573,10462299,apartment,apartment,,,2.0,3.0,1.0,,,,,,0,0,,,,,5,,Non flood zone,,8970,Reningelst,West Flanders
13574,10386565,house,house,135000.0,110.0,4.0,3.0,,,,,,1.0,0,550,,,,,1,,Non flood zone,,1495,Court-Saint-Etienne,Walloon Brabant
13575,10581253,apartment,apartment,,,,2.0,1.0,,1.0,,1.0,1.0,0,0,,,,,2,,,,1160,Auderghem,Brussels Capital Region
13576,10521310,apartment,apartment,,,,1.0,,,,,,1.0,0,0,,,1.0,,5,,,Urban,4020,Wandre,Liège
13577,10578823,apartment,flat-studio,154000.0,35.0,2.0,,1.0,,,,,,0,0,1.0,,,1.0,6,Electric,Non flood zone,Urban,8434,Middelkerke,West Flanders
13578,10534336,apartment,ground-floor,269000.0,78.0,,2.0,1.0,28.0,3.0,1.0,1.0,,0,0,0.0,0.0,3.0,0.0,5,Electric,,,1600,Sint-Pieters-Leeuw,Flemish Brabant
13579,10489113,house,chalet,154000.0,63.0,4.0,1.0,1.0,25.0,1.0,,1.0,,0,0,,,3.0,0.0,5,Gas,Non flood zone,Isolated,2382,Ravels,Antwerp
13580,10391954,apartment,ground-floor,155000.0,65.0,,1.0,1.0,,,,1.0,,0,0,,,0.0,0.0,1,Electric,,,6700,Toernich,Luxembourg
13581,10553729,house,house,135000.0,,2.0,2.0,1.0,,1.0,,2.0,1.0,0,180,,,3.0,,1,Fuel oil,,Urban,6200,Châtelineau,Hainaut
13582,10524450,house,house,,136.0,4.0,3.0,1.0,,,1.0,,1.0,0,0,,,,,2,,Non flood zone,,3201,Gelrode,Flemish Brabant
13583,10570503,house,house,,,2.0,3.0,1.0,,,,,1.0,0,0,,,,,2,,,,1800,Vilvoorde,Flemish Brabant
13584,10492915,apartment,apartment,,83.0,,2.0,1.0,,,,,1.0,0,0,,,,,4,,Non flood zone,,2440,Geel,Antwerp
13585,10577290,house,house,259000.0,,,3.0,1.0,,,,1.0,,0,0,0.0,0.0,,0.0,2,,Non flood zone,,8380,Zeebrugge,West Flanders
13586,10531348,house,house,145000.0,71.0,2.0,1.0,1.0,28.0,1.0,,1.0,1.0,0,32,0.0,,2.0,0.0,2,Electric,,Isolated,4690,Wonck,Liège
13587,10552827,house,house,,,4.0,5.0,1.0,,,,,1.0,0,0,,,,,1,,,,6950,Nassogne,Hainaut
13588,10481426,apartment,apartment,,,,2.0,,,,,,,0,0,,,2.0,,3,,,,1070,Anderlecht,Brussels Capital Region
13589,10564819,house,house,,185.0,3.0,3.0,1.0,,,,,,0,0,,,,,4,,,,3460,Bekkevoort,Flemish Brabant
13590,10458369,house,house,,,2.0,4.0,1.0,,,,,1.0,0,0,,,,,2,,Non flood zone,,8957,Nieuwkerke,West Flanders
13591,10548781,apartment,apartment,,,2.0,3.0,1.0,,,,1.0,1.0,0,0,,,,,6,,,,1480,Tubize,Walloon Brabant
13592,10524325,house,house,,,3.0,1.0,1.0,,,,,,0,0,,,,,4,,,,9690,Zulzeke,East Flanders
13593,10492993,apartment,apartment,,80.0,,2.0,1.0,,1.0,,1.0,1.0,0,0,,,,,1,,,,1090,Jette,Brussels Capital Region
13594,10511827,house,house,,,2.0,2.0,2.0,,,,,,0,0,,,,,4,,Non flood zone,,8900,Sint-Jan,West Flanders
13595,10564273,house,house,,,2.0,3.0,1.0,,,,,,0,0,,,,,4,,,,2020,Antwerpen,Antwerp
13596,10562508,house,house,,,3.0,3.0,1.0,,,,,,0,0,,,,,2,,,,1740,Ternat,Flemish Brabant
13597,10473304,apartment,apartment,,,,1.0,1.0,,1.0,,,1.0,0,0,,,,,3,,,,1080,Molenbeek-Saint-Jean,Brussels Capital Region
13598,10591493,house,house,115000.0,,3.0,2.0,1.0,,,,2.0,1.0,0,0,,,1.0,,2,Fuel oil,,,7170,Manage,Hainaut
13599,7765546,apartment,apartment-block,149000.0,200.0,2.0,3.0,1.0,,,1.0,,1.0,0,0,,,2.0,,1,Gas,,,6240,Pironchamps,Hainaut
13600,10597800,house,house,115000.0,103.0,3.0,2.0,1.0,20.0,,,1.0,,0,321,,,1.0,,1,Fuel oil,,,7080,Sars-La-Bruyère,Hainaut
13601,10565946,house,house,190000.0,164.0,2.0,3.0,1.0,,2.0,1.0,3.0,,0,0,,,0.0,0.0,1,Fuel oil,Non flood zone,,4000,Rocourt,Liège
13602,10532423,apartment,apartment,,,,2.0,1.0,,,,,1.0,0,0,1.0,,,,6,,,,2300,Turnhout,Antwerp
13603,10390227,house,house,149000.0,126.0,3.0,2.0,1.0,30.0,,,1.0,,0,284,0.0,0.0,1.0,0.0,2,,,Countryside,3850,Wijer,Limburg
13604,10597426,house,house,130000.0,125.0,2.0,2.0,1.0,,,,,,0,0,,,1.0,,1,Gas,,,4101,Seraing,Liège
13605,10468926,apartment,apartment,,,2.0,1.0,,,,,,1.0,0,0,,,,,5,,Non flood zone,,2170,Merksem,Antwerp
13606,10524324,house,house,,,3.0,2.0,1.0,,,,,,0,0,,,,,5,,,,9690,Zulzeke,East Flanders
13607,10585891,house,house,149000.0,200.0,3.0,4.0,1.0,32.0,,,1.0,1.0,0,0,,,2.0,,2,Gas,,,7370,Wihéries,Hainaut
13608,10582028,apartment,flat-studio,139000.0,45.0,,,1.0,,1.0,,1.0,,0,0,0.0,0.0,,,1,Electric,Non flood zone,,8400,Zandvoorde,West Flanders
13609,10572574,house,house,145000.0,80.0,2.0,2.0,1.0,20.0,,,1.0,1.0,0,0,,,2.0,,4,Pellet,Non flood zone,Urban,4000,Rocourt,Liège
13610,10458674,apartment,apartment,,64.0,,1.0,1.0,,1.0,,1.0,,18,0,,,,,1,,,,1170,Watermael-Boitsfort,Brussels Capital Region
13611,10548857,apartment,apartment,127000.0,,,2.0,1.0,,,,,1.0,0,0,1.0,,,,5,,,,4800,Verviers,Liège
13612,10556619,apartment,apartment,,,2.0,3.0,2.0,,,,,,0,0,,,,,5,,,,3500,Sint-Lambrechts-Herk,Limburg
13613,10577179,house,house,120000.0,146.0,2.0,3.0,1.0,,,,1.0,1.0,0,460,,,1.0,0.0,1,,,"Living area (residential, urban or rural)",6750,Signeulx,Luxembourg
13614,10538300,house,house,,,4.0,2.0,1.0,,,,,,0,0,,,1.0,,2,,,,2960,Sint-Lenaarts,Flemish Brabant
13615,10471749,apartment,flat-studio,129000.0,,3.0,,1.0,15.0,1.0,,1.0,,0,0,1.0,0.0,2.0,,3,,Non flood zone,Fitted out,1700,Sint-Ulriks-Kapelle,Flemish Brabant
13616,10487482,house,house,,,4.0,3.0,1.0,,,,1.0,,0,0,,,,,1,Fuel oil,,,5620,Saint-Aubin,Namur
13617,10495231,apartment,flat-studio,127500.0,29.0,,,,,,,,,0,0,,,2.0,,6,,,Fitted out,8430,Middelkerke,West Flanders
13618,9993812,apartment,apartment,124999.0,,4.0,3.0,1.0,24.0,2.0,1.0,1.0,,0,0,1.0,0.0,2.0,0.0,4,Gas,,,6000,Charleroi,Hainaut
13619,10555389,house,house,,,4.0,1.0,,,,,,,0,0,,,,,2,,,,3191,Boortmeerbeek,Flemish Brabant
13620,10555472,house,house,,,3.0,3.0,2.0,,,,,,0,0,,,,,2,,,,2930,Brasschaat,Flemish Brabant
13621,10502313,house,house,,,,3.0,1.0,,1.0,,,1.0,0,0,,,,,1,,,,1210,Saint-Josse-Ten-Noode,Brussels Capital Region
13622,10517234,apartment,apartment,165000.0,48.0,2.0,1.0,,22.0,1.0,,,,0,0,0.0,0.0,2.0,0.0,3,Electric,Non flood zone,,8370,Uitkerke,West Flanders
13623,10581254,apartment,apartment,,,,2.0,1.0,,1.0,,1.0,1.0,0,0,,,,,1,,,,1160,Auderghem,Brussels Capital Region
13624,10482841,apartment,ground-floor,138000.0,45.0,2.0,1.0,,,2.0,1.0,1.0,1.0,1,32,0.0,0.0,3.0,,1,Fuel oil,,Urban,5060,Velaine-Sur-Sambre,Namur
13625,10368011,apartment,apartment,135000.0,60.0,,1.0,1.0,26.0,1.0,,1.0,1.0,8,0,0.0,0.0,,0.0,4,Gas,,,1070,Anderlecht,Brussels Capital Region
13626,10540088,apartment,apartment,,,2.0,3.0,2.0,,,,,,0,0,,,,,5,,,,2018,2010,Antwerp
13627,10388060,apartment,apartment,170000.0,,,2.0,1.0,,,,1.0,,0,0,1.0,0.0,,,5,,Non flood zone,,8530,Harelbeke,West Flanders
13628,10102662,house,house,190000.0,163.0,2.0,3.0,,,,1.0,2.0,,0,0,,,,,2,Gas,,,6150,Anderlues,Hainaut
13629,10553724,house,house,,160.0,4.0,3.0,1.0,,,,,,0,0,,,,,2,,,,9700,Welden,East Flanders
13630,10463464,apartment,apartment,135000.0,82.0,,2.0,1.0,40.0,,,,,0,0,,,0.0,,4,Electric,Non flood zone,,8370,Uitkerke,West Flanders
13631,10532006,apartment,flat-studio,140000.0,,,1.0,1.0,,1.0,,,,0,0,,,2.0,,6,Gas,Non flood zone,,8310,Sint-Kruis,West Flanders
13632,10398558,house,house,220000.0,,,3.0,1.0,24.0,1.0,,2.0,,0,0,,,3.0,,1,Gas,Non flood zone,,9500,Zarlardinge,East Flanders
13633,10279632,house,house,219000.0,90.0,,2.0,1.0,,,,2.0,1.0,0,0,0.0,0.0,3.0,,5,Gas,,,9200,Sint-Gillis-Dendermonde,East Flanders
13634,10401603,apartment,apartment,244000.0,72.0,,2.0,1.0,23.0,3.0,,1.0,1.0,6,0,1.0,,3.0,0.0,1,Gas,,,1830,Machelen,Flemish Brabant
13635,10567201,apartment,duplex,120000.0,80.0,1.0,2.0,1.0,,1.0,,1.0,,0,0,0.0,0.0,3.0,,4,Fuel oil,Non flood zone,Countryside,5170,Rivière,Namur
13636,10506992,apartment,apartment,139000.0,79.0,2.0,2.0,,,1.0,1.0,1.0,1.0,1,0,1.0,0.0,,,1,Fuel oil,,,6140,Fontaine-L'evêque,Hainaut
13637,10342434,apartment,service-flat,139000.0,61.0,,1.0,,,,,,,0,0,1.0,,2.0,,7,,Non flood zone,Urban,9100,Sint-Niklaas,East Flanders
13638,9354712,apartment,apartment,255000.0,71.0,2.0,1.0,,,1.0,,,,18,0,1.0,0.0,3.0,0.0,1,,,Urban,8800,Rumbeke,West Flanders
13639,10344101,apartment,apartment,145000.0,38.0,2.0,1.0,1.0,,3.0,,1.0,,0,0,0.0,,3.0,0.0,5,Gas,,,2060,Antwerpen,Antwerp
